number	title	pageid	namespace	length	touched
33900	Teufelsklinge	5563645		6759	20181208142418
33901	1-Fluor-2,4-dinitrobenzol	5563741		8059	20181210113119
33902	Bremerhaven_(Schiff,_1906)	5563841		6994	20180605092225
33903	Belair-Nationalpark	5563878		7035	20181215154944
33904	Kleiner_Schinkensee	5563915		2457	20181123210136
33905	Großer_Schinkensee	5564031		2417	20181123210136
33906	Ölteppich_von_Dalian	5564273		1336	20181123210136
33907	Richard_Reinhardt_(Tierarzt)	5564700		4755	20181119171026
33908	Syrischer_Wacholder	5564768		10327	20181215154944
33909	Wald-_und_Torfbrände_in_Russland_2010	5564852		12692	20181130223503
33910	Weidedruck	5564868		2685	20181011081610
33911	Nationalpark_Rila	5564954		3726	20181216161225
33912	Hans_Holtorff	5565163		2147	20181003064145
33913	Jakob_Pauls	5565416		1119	20180203223210
33914	Bergstein_(Weinbiet)	5565471		848	20181126193835
33915	Silvan-Talsperre	5565522		2324	20181123210136
33916	Johann_Tongers	5565565		6284	20181011081610
33917	Willrath_Dreesen	5565628		4172	20181130153944
33918	Josef_Robl	5565708		2109	20180623215808
33919	Neidhardswinden	5565894		11651	20181212181533
33920	Mengersdorf_(Mistelgau)	5565934		6175	20181208142418
33921	Crottendorf_(Bindlach)	5565971		243	20181213203543
33922	Corpo_Nazionale_Soccorso_Alpino_e_Speleologico	5566037		2989	20180523150606
33923	Perspicaris	5566107		2034	20181126102854
33924	Schapenboet	5566406		3140	20181123210136
33925	TEEB	5566790		12430	20181208142418
33926	Mahazat-as-Sayd-Schutzgebiet	5566897		3386	20181216161225
33927	Life-history-Theorie	5567062		8294	20181128182502
33928	Pirolatal	5567342		3344	20181027180054
33929	Roosevelt_Island_Tidal_Energy	5567404		3989	20181123210136
33930	Casper_Otten	5567512		1733	20180908121610
33931	Heerenhusdünen	5567570		1443	20181019223242
33932	Pumpspeicherwerk_Reisach	5567675		3598	20181123210136
33933	Pumpspeicherwerk_Tanzmühle	5567678		4107	20181123210136
33934	Sekundärsprengstoff	5567779		954	20171125133600
33935	Trifelsblick-Hütte	5567790		6125	20181123210136
33936	Heinrich_Zeininger	5567989		5748	20180130135806
33937	Druckstollen	5568067		2757	20181125205947
33938	Reichsstelle_für_Fische	5568517		6411	20180703181024
33939	Alpenverein_Austria	5568531		4819	20181217115525
33940	Jürgen_von_Schilling	5568723		4727	20181003064145
33941	Kraftwerksgruppe_Pfreimd	5568785		8906	20181123210136
33942	Großer_Müllroser_See	5568877		5166	20181123210136
33943	Cuno_von_Rodde	5569119		5129	20181003064145
33944	Nasanov-Pheromon	5569122		1634	20180801140000
33945	Gut_Julianka	5569129		1930	20181123210136
33946	Europa-Hornmelde	5569211		10245	20181215154945
33947	Pumpspeicherkraftwerk_Erzhausen	5569281		3395	20181208142418
33948	Accumer_Ee	5569380		1336	20181123210136
33949	Schillbalje	5569408		1077	20181123210136
33950	Mouschenzsee	5569426		3276	20181123210136
33951	Gut_Krummendiek	5569751		4882	20181123210136
33952	Gut_Kleve	5569752		2248	20181123210136
33953	Gut_Schmabek	5569754		2636	20181123210136
33954	Ilhéu_da_Cal	5569792		1827	20181204203934
33955	Gut_Mehlbek	5569905		3007	20181123210136
33956	Nicolas_Carnat	5569997		1738	20181123181024
33957	Sotschier_Nationalpark	5570093		3405	20181216161225
33958	Greetsieler_Zwillingsmühlen	5570457		6578	20181208142418
33959	Fredrik_Ericsson_(Alpinist)	5570883		4042	20181208142418
33960	Kleiner_Müllroser_See	5571034		6306	20181215135958
33961	Vulkathunha-Gammon-Ranges-Nationalpark	5571180		3280	20181123210136
33962	Tartronsäure	5571319		3088	20181210113119
33963	Katharinensee_(Schlaubetal)	5571484		4512	20181123210136
33964	Gossamer_Penguin	5571564		2484	20181208142418
33965	Johannes_Frischauf	5571632		6832	20181003064145
33966	Cathedral_Caverns_State_Park	5571747		3327	20181123210136
33967	Museo_Nazionale_della_Montagna	5571842		2077	20181123210136
33968	2,4-Dibromanisol	5571894		1966	20181210113119
33969	Feuerbacher_Heide	5571933		4570	20181123210136
33970	Maighelshütte	5571956		4214	20181216161225
33971	Franz_Carl_Sickmann	5572378		3446	20181119171027
33972	Alte_Schlaube	5572431		4968	20181204135231
33973	Inselkirche_Langeoog	5572493		11918	20181123210136
33974	Schulzenwasser	5572579		1541	20181123210136
33975	Mojave_National_Preserve	5572659		46038	20181126202141
33976	Belenzsee	5572680		2972	20181123210136
33977	Jan_Jacobs_May_van_Schellinkhout	5572749		4644	20181215154945
33978	Edmund_Mach_(Chemiker)	5572804		3904	20181101203838
33979	Wirchensee	5573041		8794	20181123210136
33980	Istituto_Nazionale_di_Geofisica_e_Vulcanologia	5573050		1660	20181216161225
33981	Rudolf_Wetzel	5573097		5278	20181003064145
33982	Rohrspitz	5573422		180	20180918200422
33983	Zoggler-Stausee	5573595		5388	20181216161225
33984	Friesenquelle	5573671		308	20181220101746
33985	Achursprung	5573692		279	20181220101726
33986	Grünsee_(Ultental)	5573726		4086	20181216161225
33987	Lautertopf	5573863		280	20181019200150
33988	Lauterquelle_(Offenhausen)	5573938		266	20181211152628
33989	Propionsäurevinylester	5574014		3406	20181213142125
33990	Lonetopf	5574028		336	20181220101829
33991	3,5-Dibromanilin	5574057		2739	20181210113119
33992	3,5-Dibromanisol	5574070		2847	20181210113119
33993	Nau-Ursprung	5574119		194	20180813184539
33994	Mangan(II)-acetat	5574179		3251	20181210113120
33995	Urspringquelle	5574246		292	20181013173223
33996	Arzkarsee	5574282		3784	20181216161225
33997	Refuge_d’Argentière	5574294		3284	20181123210136
33998	Ziskensee	5574308		2804	20181123210136
33999	Weißbrunnsee	5574355		7408	20181216161225
34000	Josef_Jenni	5574490		9446	20181115114212
34001	Zufrittsee	5574621		1630	20181216161226
34002	Smith_Rock_State_Park	5574648		3671	20181208142419
34003	Morotopithecus_bishopi	5574690		10278	20181126102854
34004	Verdienstmedaille_der_Forstwirtschaft_der_Deutschen_Demokratischen_Republik	5575079		2209	20171125154943
34005	St._Nikolaus_(Langeoog)	5575424		2966	20181123210136
34006	Dachigam-Nationalpark	5575451		3764	20181123210136
34007	Marten_River_Provincial_Park	5575732		1938	20181123210136
34008	2-Propylphenol	5575795		2234	20181210113120
34009	3-Propylphenol	5575828		2287	20181210113120
34010	4-Propylphenol	5575835		2333	20181210113120
34011	Sertindol	5575896		5308	20181217222626
34012	Adolphe_Jordan	5576861		2476	20181123181024
34013	Andrew_Lock	5576904		6286	20181215154945
34014	Alberto_Iñurrategi	5576954		5009	20181215154945
34015	Silvio_Mondinelli	5577003		6149	20181215154945
34016	João_Garcia	5577037		5724	20181215154945
34017	Saurophaganax	5577200		4882	20181126102854
34018	Riesenbastkäfer	5577216		2979	20181126102854
34019	Rößlesmahdsee	5577331		6291	20181123210136
34020	Dorche	5577402		5226	20181123210136
34021	George_Augustus_Graham	5577488		4940	20181119171028
34022	Ilhéu_de_Cima_(Madeira)	5578157		2170	20181204203934
34023	Smith_Rock	5578789		135	20180702214524
34024	Ecola_State_Park	5578862		7166	20181208142419
34025	Carlos_Carsolio	5578877		6195	20181215154945
34026	Österreichische_Gesellschaft_für_Nachhaltige_Immobilienwirtschaft	5578986		29210	20181215195225
34027	Oelse_(Oder-Spree)	5579241		5426	20181123210136
34028	Riluzol	5579395		2476	20181210113120
34029	Nationale_Strategie_zur_biologischen_Vielfalt	5579546		20756	20181208142419
34030	Josef_Kast	5579557		3159	20181026150625
34031	Demnitz_(Fluss)	5579621		3889	20181123210136
34032	Diethylbenzole	5579885		3445	20181211115725
34033	Vilmorin_(Unternehmen)	5580035		3158	20181215154945
34034	Erdbeben_auf_Kefalonia_und_Zakynthos_1953	5581338		4995	20180920174325
34035	Oregon_Dunes_National_Recreation_Area	5581435		4859	20181208142419
34036	Russische_Staatliche_Agraruniversität	5581748		9833	20181216161226
34037	Ethylenglycolmonopropylether	5582057		3906	20181210113120
34038	Dürrboden	5582245		2521	20181123210136
34039	Hordenin	5582247		5699	20181210113120
34040	Alfons_Bora	5582266		5034	20181003064145
34041	Atlantikwall_auf_Terschelling	5582335		4473	20181215154945
34042	Surrey_(Schiff)	5582496		1503	20181123210136
34043	Puleva	5582513		7608	20181210172919
34044	Zsigmondyhütte	5582621		7414	20181216161226
34045	Prypjatsümpfe	5582799		3029	20181123210136
34046	Elato	5583041		3784	20181123210136
34047	Haus_Empel	5583110		13034	20181208142419
34048	Johann_Hautzinger	5584050		3694	20181026150625
34049	Allermühle	5584189		1248	20181123210136
34050	Emilio-Comici-Hütte	5584273		1736	20181123210136
34051	Planfließ	5584446		4066	20181123210136
34052	Lamolior	5584826		2548	20181123210136
34053	Tetrabrom-o-kresol	5585119		5364	20181210113120
34054	Dungeness_National_Wildlife_Refuge	5585349		2358	20181123210136
34055	Naafer_Mühle	5586029		151	20171125221542
34056	Faden_(Holzeinheit)	5586104		4243	20180831165900
34057	Treppelsee	5586125		2667	20181123210136
34058	Tribrombenzole	5586338		7765	20181211115725
34059	Kommandørgården	5586508		5213	20181215154945
34060	Baihetan-Talsperre	5586633		3776	20181216161226
34061	Hoh-Regenwald	5586658		2903	20181123210136
34062	Île_mystérieuse	5586970		2215	20181204203934
34063	Chert_(Gestein)	5586973		11622	20181208142419
34064	Otzumer_Balje	5587138		2237	20181123210136
34065	Kraftwerk_Reckingen	5587279		5439	20181123210136
34066	Mycophenolsäure	5587351		6077	20181210113120
34067	Limmen-Nationalpark	5587382		3606	20181215154945
34068	Ragower_Mühle	5587468		6642	20181123210136
34069	Auersberger_Kuppenrhön	5587564		7825	20181123210136
34070	Mittelmühle_(Schlaube)	5587832		7143	20181123210136
34071	Johann_Wildt_(Politiker,_1913)	5588588		2485	20181015164022
34072	Kraftwerk_Wägital	5588622		14087	20181123210136
34073	Hermann_von_Bloedau	5588926		2485	20181003064146
34074	Vellacher_Kotschna	5589106		4043	20181123210136
34075	Bachtiari-Talsperre	5589109		2679	20181123210136
34076	Rheinkraftwerk_Säckingen	5589151		4922	20181208142420
34077	Wilhelm_Hermann_Howard	5589154		2412	20181119171028
34078	Schweppenburger_Mühle	5589221		4207	20181123210136
34079	Mittleres_Feldatal	5589269		127	20180806185658
34080	Pumpspeicherkraftwerk_Atdorf	5589309		12032	20181208142420
34081	Georg_Robert_Sachsse	5589312		3366	20181003064146
34082	Carbon_Accounting	5589598		9445	20181208142420
34083	Oberes_Ulstertal	5589631		128	20180309145644
34084	Mittleres_Ulstertal	5589636		128	20180309145644
34085	Dürrenmungenau	5589683		20916	20181215182716
34086	Benton_MacKaye	5589686		3913	20181003064146
34087	The_Wilderness_Society	5590255		2765	20181210235850
34088	Gellener_Torfmöörte	5590388		3735	20181123210136
34089	Strandhalle_(Langeoog)	5590434		1450	20181123210136
34090	Dünenfriedhof_Langeoog	5590505		3131	20181123210136
34091	Meierei_Langeoog	5591377		2640	20181123210136
34092	Parco_naturale_del_Gran_Bosco_di_Salbertrand	5591431		2170	20181123210136
34093	Steinbruch_Lauster_(Schopfloch)	5591432		4708	20181123210136
34094	Goliath-Klasse	5591623		5968	20181119171028
34095	Alfred_Toepfer_Akademie_für_Naturschutz	5591655		4065	20180627184522
34096	Robert_E._Ricklefs	5591896		11157	20181215154946
34097	Soisberger_Kuppenrhön	5592055		11603	20181123210136
34098	Inselhospiz_Langeoog	5592182		2651	20181123210136
34099	Wolayer_See	5592220		5283	20181123210136
34100	Parco_naturale_Orsiera_-_Rocciavrè	5592341		2453	20181123210136
34101	Naturschutz-Akademie_Hessen	5592437		3006	20180415184105
34102	Mussen_(Kärnten)	5592505		3353	20181123210136
34103	Schloppsee	5592533		2020	20181123210136
34104	Weidach_(Wald)	5592864		2650	20181123210136
34105	Ethylphenole	5592872		8740	20181211115725
34106	Bornhorster_Huntewiesen	5592964		3832	20181123210136
34107	Biodiversitäts-Hotspot	5593055		14220	20181216183230
34108	Landwirtschaftliche_Pacht	5593079		4704	20181208142420
34109	Kraftwerk_Oberesslingen	5593115		5617	20181123210136
34110	Umweltzentrum_Dresden	5593126		6073	20181208142420
34111	Human-Biomonitoring	5593204		3301	20180105093310
34112	Stauregelung	5593507		6294	20180827103856
34113	Wadi-Wuraya-Schutzgebiet	5593608		3000	20181216161226
34114	Pulap	5593699		3619	20181123210137
34115	Allethrine	5593881		3214	20181119171028
34116	Sektion_Oberland_des_Deutschen_Alpenvereins	5593892		6357	20181208142420
34117	Hullbalje	5593911		1092	20181123210137
34118	Kaiserin_Auguste_Victoria_(Schiff)	5594271		4149	20181119171028
34119	Norman_Myers	5594366		2751	20181003064146
34120	Mauerläufersteig	5594397		125	20180519143815
34121	Capanna_Cornavosa	5594491		1957	20181123210137
34122	Türkenmoos	5594529		2058	20181123210137
34123	The_Cove_Palisades_State_Park	5594578		6622	20181208142420
34124	Finkensteiner_Moor	5594722		1807	20181123210137
34125	Milseburger_Kuppenrhön	5594758		12274	20181123210137
34126	Johann_Erhardt	5594770		4557	20181022093107
34127	Alpenrosenhütte_(Zillertaler_Alpen)	5594901		2687	20181123210137
34128	Waschlowani-Nationalpark	5594913		3271	20181216161226
34129	Chai_Bar_Karmel	5595235		2219	20181123210137
34130	Charles_S._Hopkinson	5595327		4293	20180920174326
34131	Chai_Bar_Jotvata	5595618		2865	20181123210137
34132	Arbeitsgemeinschaft_Alpine_Wasserkraft	5595830		6415	20181208142420
34133	Karl_Hubert_Hagen	5595923		2710	20180802160146
34134	Viessmann_Holzfeuerungsanlagen	5595951		3612	20181210172919
34135	Franz_Kroyer	5596275		3860	20181015181317
34136	Kupferhammer_(Mixdorf)	5596376		7864	20181123210137
34137	Höflein-Moor	5596476		2470	20181123210137
34138	Flattnitzbach-Hochmoor	5596638		2070	20181123210137
34139	Brückenauer_Kuppenrhön	5596667		12352	20181123210137
34140	Chosrow-Reservat	5596845		10464	20181123210137
34141	Dinosaur_State_Park	5597113		2913	20181123210137
34142	Dinosaur_State_Park_Arboretum	5597131		170	20181030215509
34143	Iván_Vallejo	5597702		5532	20181216161226
34144	Kuno-Wildreservat	5597708		6418	20181123210137
34145	Dobratsch-Gipfelhaus	5597755		3179	20181123210137
34146	Maputaland-Pondoland-Albany	5597783		1659	20181207063038
34147	Wolf_Dietrich_von_Gemmingen_(1680–1738)	5597812		2528	20180130202719
34148	OSTLUFT	5597847		3534	20181214135751
34149	Bertahütte	5597935		2801	20181126193835
34150	Arasbaran-Schutzgebiet	5597993		3828	20181211235638
34151	Kiamaky-Wildreservat	5598023		2558	20181211235638
34152	Madrean_Pine-Oak_Woodlands	5598213		4569	20180923153307
34153	Tumbes-Chocó-Magdalena	5598235		1689	20171125152238
34154	Chitral-Gol-Nationalpark	5598409		1942	20181211235638
34155	Hörfeld_(Österreich)	5598464		2297	20181123210137
34156	Guntschacher_Au	5598517		1648	20181123210137
34157	Leutstettener_Moos	5598550		8947	20181123210137
34158	Gustav_von_Bezold_(Ministerialrat)	5598654		5181	20181204215958
34159	Schloss_Hueth	5598742		17303	20181208142420
34160	Shikahogh-Reservat	5598827		4084	20181123210137
34161	Anne_Franke	5598900		3479	20181017023934
34162	Arevik-Nationalpark	5598936		3512	20181123210137
34163	Sanjiangyuan-Naturschutzgebiet	5599018		2577	20181208124211
34164	Hydraulic_Fracturing	5599181		128731	20181219012224
34165	Matthias_Christian_Rabbethge	5599510		4279	20181003064146
34166	Detritus_(Hydrologie)	5599728		967	20181216161226
34167	Kelheimer_Kalkstein	5599910		4849	20180401183627
34168	Imanishi_Kinji	5599986		8371	20181216161226
34169	Plattenrhön	5600010		95	20180922185444
34170	Götz_von_Langheim	5600204		3966	20181218140404
34171	Ammoniumheptamolybdat	5600558		7448	20181210113120
34172	Sturzbach-Gämswurz	5600615		6158	20181126102854
34173	Kiisortoqia_soperi	5600802		6365	20181126102854
34174	Putra_Universität_Malaysia	5600815		4755	20181123210137
34175	Muskator-Werke	5600819		7510	20181210172920
34176	Elbhänge_Dresden-Pirna	5601057		120	20181104022048
34177	Heilquellenschutzgebiet_Stuttgart	5601110		4334	20180314170757
34178	Nicotinylalkohol	5601141		3051	20181210113120
34179	Georg_Müller_(Agrarwissenschaftler)	5601219		4582	20181003064147
34180	Coongie-Lakes-Nationalpark	5601867		4912	20181216161226
34181	Forstkreide	5601877		2767	20181208142420
34182	Dornumer_Nacken	5601900		967	20181123210137
34183	Stüversplate	5601913		957	20181123210137
34184	Neiderplate	5601921		928	20181123210137
34185	Landwirtschaftskammer_Schleswig-Holstein	5601947		6430	20181123210137
34186	Forstlagerbuch	5602086		5953	20180430201107
34187	Wollenloch	5602351		2616	20181208142420
34188	Wullschlaegelia	5602388		6394	20181218120612
34189	Bechen_(Altes_Ägypten)	5602949		1306	20180428195834
34190	Hans_Jakob_Franzenburg	5603420		2169	20181119171029
34191	Onkaparinga-River-Nationalpark	5603518		3774	20181216161226
34192	Suevic	5603537		12420	20181123210137
34193	Runic_(Schiff)	5603709		10030	20181123210137
34194	Chlordimeform	5603775		3795	20181210113120
34195	Jaak_Gabriëls	5603793		3318	20181202112206
34196	Abiskojaure_(Schutzhütte)	5603862		1822	20181123210137
34197	Haus_Groin	5603910		2320	20181123210137
34198	Flinthörn	5603979		3317	20181208142420
34199	Hofgut_Georgenthal	5604009		5152	20181123210137
34200	Israel_Katz_(Politiker,_1955)	5604190		1465	20181216161226
34201	Manuel_Pérez_Treviño	5604200		5433	20181003064147
34202	Ramón_P._de_Negri	5604202		4252	20180212233248
34203	Florian_Hill	5604281		9896	20181011081610
34204	Flaucher-Gaststätte	5604397		199	20180907170603
34205	Eric_McDavid	5604592		8739	20181204225243
34206	Utzenmühle_(Wolframs-Eschenbach)	5604915		6997	20181208162938
34207	Oberer_Eisenhammer	5604993		7602	20181123210137
34208	KoNaRo_–_Kompetenzzentrum_für_Nachwachsende_Rohstoffe	5605120		5336	20181123210137
34209	Chloé_Graftiaux	5605174		4256	20180920174327
34210	Nordlicht_(Schiff,_1988)	5605319		3162	20181119171029
34211	Sulfaguanidin	5605356		2570	20181210113120
34212	Matthias_Blazek	5605574		8738	20181003064147
34213	Autobahnmeisterei_Karlsruhe	5605940		1426	20181123210137
34214	Aktse	5605955		3426	20181123210137
34215	August_Hagen_(Politiker)	5606064		2021	20181003064147
34216	Jossi_Sarid	5606209		4231	20181216161226
34217	Teufelsmühle_(Zittauer_Gebirge)	5606791		2890	20181123210137
34218	Schönbrunner_Berg	5606820		4059	20181211165002
34219	Friedhofslinde_in_Stemwede-Oppenwehe	5606944		1576	20181123210137
34220	Bölleinsmühle	5607169		6645	20181208163610
34221	Räuberhöhle_(Mollramer_Wald)	5607181		1787	20181208142420
34222	Tribulaunhütte_(Österreich)	5607225		5021	20181208222025
34223	Gerfried_Göschl	5607251		17282	20181218140404
34224	Walter_Sauermilch	5607623		2041	20181119171029
34225	Gerd_Peter_Werner	5607686		2006	20180315174211
34226	Nassau_(Landschaft)	5607912		5468	20181208142420
34227	Beutenmühle_(Dinkelsbühl)	5607929		4930	20181208163735
34228	Wabakimi_Provincial_Park	5607963		5202	20181123210137
34229	Kaplankyr-Naturreservat	5607977		2093	20181211235638
34230	Frisia_IV	5608002		4132	20181208142420
34231	Franz_Tschögl	5608039		2264	20180129110704
34232	Bogdo-Baskuntschak-Naturreservat	5608077		1867	20181216161226
34233	Preußische_Landesanstalt_für_Gewässerkunde	5608081		9919	20180703181025
34234	Josef_Wiesler	5608092		4129	20181208142420
34235	Johann_Gregorich	5608152		2145	20181015181258
34236	Emigdio_Marmolejo_León	5608156		5113	20180212174525
34237	Langeoog_(Schiff)	5608315		2699	20181123210137
34238	Adam_Schwappach	5608435		3419	20181003064147
34239	Büllelejochhütte	5608517		5200	20181216161226
34240	Liste_der_Tierarten_im_Ku-ring-gai-Chase-Nationalpark	5608685		18258	20181202192222
34241	Erdekaut	5609325		7291	20181208142420
34242	Rifugio_Arbolle	5609429		2768	20181123210137
34243	Grieps	5609492		1514	20181123210137
34244	Natuurreservaat_Tafelberg	5609581		1229	20181123210137
34245	Baltrum_I	5609660		1987	20181119171029
34246	Baltrum_III	5609716		2697	20181208142420
34247	Wasserkraftwerk_Spálov	5609772		1826	20181123210137
34248	Senat_Ahlhaus	5609844		2812	20181026150626
34249	Kenyapithecus	5609891		5060	20181211172239
34250	Emile_van_Dievoet	5609998		4287	20181026150626
34251	Norderney_(Schiff,_1944)	5610119		2264	20181119171029
34252	Gustav_von_Rosenstiel	5610367		3990	20181208142420
34253	Rifugio_Gian_Federico_Benevolo	5610379		3231	20181123210137
34254	Cadmiumnitrat	5610504		6026	20181210113120
34255	San_Lucas_II	5610562		2418	20181119171029
34256	Gut_Barkhausen	5610693		9060	20181123210137
34257	Franz_Marx_(Politiker,_1922)	5610877		2768	20180129110021
34258	Isobornylacetat	5611316		3456	20181210113120
34259	Ammoniummetavanadat	5611747		4201	20181215154947
34260	Michael_Schäfer_(Politiker,_1972)	5612274		3174	20181211163609
34261	Astrid_Schneider	5612300		2756	20181208142421
34262	Klasmann-Deilmann	5612559		5360	20181210172920
34263	Norderney_(Schiff,_1975)	5612785		3341	20181119171029
34264	Pontokaspis	5612963		7342	20180703181025
34265	Richard_Di_Natale	5613015		1849	20180710021616
34266	Kenyapithecus_kizili	5613064		4208	20181126102854
34267	Kenyapithecus_wickeri	5613107		7114	20181126102854
34268	Christine_Milne	5613224		1987	20181119171029
34269	Fürst_Bismarck_(Boot)	5613371		2809	20181109151628
34270	Brar_Riewerts	5613680		2832	20181003064147
34271	Österreichische_UNESCO-Kommission	5613960		14288	20181124132452
34272	Rifugio_Mario_Bezzi	5614226		3249	20181123210137
34273	Broadwater-Nationalpark	5614337		4272	20181123210137
34274	Dürkheimer_Bruch	5614485		5425	20181123210137
34275	Frans_Van_Cauwelaert	5614705		8106	20181003064147
34276	Rifugio_Ciampedie	5614968		3526	20181123210137
34277	Vogelschutzgehölz_Hausener_Auwald	5614988		4905	20181123210137
34278	Spintik-Teiche	5615468		4367	20181123210137
34279	Schores_Alexandrowitsch_Medwedew	5615533		7718	20181216161226
34280	Glen_Affric	5615825		6344	20181123210137
34281	Michael_Woods_(Politiker)	5616050		4203	20181216161226
34282	Patrick_Smith	5616380		3684	20181216161226
34283	Joe_Walsh_(irischer_Politiker)	5616421		3437	20181216161226
34284	Ivan_Yates	5616644		1674	20181122190136
34285	Austin_Deasy	5616674		2308	20181216161226
34286	James_Gibbons_(Politiker)	5616746		2757	20181122190136
34287	Bremsdorfer_Mühle	5616792		7325	20181123210137
34288	Mark_Clinton	5616897		2264	20181126160214
34289	Séamus_Kirk	5616940		1752	20181122190136
34290	Neil_Blaney	5617075		7361	20181216161226
34291	Seán_Moylan	5617147		3461	20181216161226
34292	Sơn-La-Talsperre	5617200		3492	20181216161226
34293	Thomas_Walsh_(Politiker)	5617246		1598	20181216161226
34294	Art_O’Connor	5617280		1906	20181122190136
34295	Tuffring	5617384		112	20180521072231
34296	Lawinenschnur	5617407		1891	20180623135610
34297	Lehnsmühlschloss	5617592		4281	20181208142421
34298	Fritz_von_Kaufmann	5617684		3751	20181208142421
34299	Kornblumen-Röhrling	5617691		6264	20181208142421
34300	Walshausen_(Hildesheim)	5618152		2493	20181123210137
34301	Rifugio_Prarayer	5618287		2814	20181123210137
34302	Theodor_Grohmann	5618746		4844	20181003064147
34303	Herdentorswallmühle	5618793		4184	20181208142421
34304	Garden_Party_(Rose)	5618875		1099	20181205230958
34305	Rifugio_Nacamuli_al_Col_Collon	5618908		3133	20181124212220
34306	Matin_Qaim	5618957		5014	20181215154947
34307	Emory_River	5619084		5561	20181211215245
34308	Pascali_(Rose)	5619177		1753	20181214171724
34309	Dick_Bass_(Unternehmer)	5619583		7196	20181215154947
34310	Rifugio_Aosta	5620513		3882	20181123210137
34311	Pfälzerhütte	5620853		4531	20181208142421
34312	Klettergebiet_Massone	5620901		7838	20181123210137
34313	Kletterweltcup	5621072		2001	20180911073413
34314	Energiepolitischer_Appell	5621113		9461	20181208142421
34315	Henry_Toussaint	5621217		17160	20181003064147
34316	Udo_Paschedag	5621853		6110	20181208142421
34317	Franz_Brinnich	5621891		1644	20180731213656
34318	Wilhelm_von_Holzschuher	5622002		10114	20181028110334
34319	Oder-Spree-Tour	5622037		3699	20180520073223
34320	Naturschutzgebiet_Biesenthaler_Becken	5622083		2794	20181123210138
34321	Ophiocordyceps_unilateralis	5622531		10569	20181215154947
34322	Sint-Joseph	5622756		1681	20181123210138
34323	Vanadium(III)-iodid	5622758		3732	20181210113120
34324	Hermann_Hähnle	5622908		7026	20181003064147
34325	Timo_Preußler	5623051		2723	20180130180716
34326	Rifugio_degli_Angeli_al_Morion	5623063		3136	20181123210138
34327	Lawinenball	5623065		1661	20171125081516
34328	Bündnis_90/Die_Grünen_Sachsen-Anhalt	5623151		10535	20181218212810
34329	Oberneulander_Mühle	5623210		2809	20181208142421
34330	Asaf_Jah_VIII.	5623227		10341	20181216161226
34331	Gert_Tönnies	5623392		3039	20181003064147
34332	Geopark_Vulkanland_Eifel	5623438		3480	20181210142913
34333	Cecilienkoog	5623503		7803	20181125120406
34334	Desmerciereskoog	5623517		8986	20181217231241
34335	Louisenkoog	5623542		9856	20181123210138
34336	Reußenkoog	5623576		8150	20181123210138
34337	The_Face_(Kletterroute)	5623599		1500	20181123210138
34338	Sophien-Magdalenen-Koog	5623605		6584	20181123210138
34339	Sönke-Nissen-Koog	5623644		13941	20181123210138
34340	DB_Carsharing	5623772		77	20180406062751
34341	Teufelsbäder	5624083		3161	20181123210138
34342	Jacob_Ickelsheimer	5624432		3770	20180130153637
34343	Senda_Ferrada	5624719		71	20180822192208
34344	Schwetzinger_Sand	5624726		3259	20181123210138
34345	Pleistozän-Park	5624739		10205	20181216161227
34346	Sichote-Alin-Naturreservat	5624754		3313	20181216161227
34347	Avifauna_Mitteleuropas	5624932		118530	20181216161227
34348	Nationalpark_Ifrane	5625380		2553	20181216161227
34349	Rifugio_Alberto_Deffeyes	5625585		3222	20181123210138
34350	Trier_(Rose)	5625590		1495	20180428204902
34351	Pierre_Rabhi	5625742		8616	20181208142421
34352	Wassermühle_von_Aner	5625757		3479	20181216161227
34353	Leistruper_Wald	5625796		4514	20181208142421
34354	Flammentanz_(Rose)	5625825		1846	20181120162527
34355	Horner_Mühle	5625902		2581	20181208142421
34356	Luisa_Iovane	5626087		4406	20181012172717
34357	Fangbaum	5626161		1481	20180614184959
34358	Rekumer_Mühle	5626255		3231	20181208142421
34359	Grogarnsberget	5626375		4309	20181216161227
34360	Straßenmühle	5626478		5137	20181129112916
34361	Phyllosphäre	5626574		45267	20181216161227
34362	Verona_(Schiff,_1865)	5626595		3982	20181123210138
34363	Liam_Kavanagh	5626722		3040	20181126160214
34364	Friesia_(Rose)	5626899		2227	20181119171029
34365	Peter_Skene_Ogden_State_Scenic_Viewpoint	5627050		3520	20181208142421
34366	Hans_Rosenberger	5627120		2275	20181015164007
34367	Versailles_State_Park	5627135		4316	20181123210138
34368	Chamanna_Jenatsch	5627142		6701	20181123210138
34369	Badushütte	5627365		4605	20181216161227
34370	Jenatschhütte	5627367		140	20181007221528
34371	Messerkerl	5627484		3692	20181208142421
34372	Balaur	5627539		11268	20181126102854
34373	Kläranlage_Duisburg_Alte_Emscher	5627584		2363	20181123210138
34374	Dresdner_Heidebogen	5627628		8082	20181210235850
34375	Kläranlage_Duisburg_Kleine_Emscher	5627675		1827	20181123210138
34376	Rifugio_Elisabetta_Soldini_Montanaro	5628007		3544	20181123210138
34377	Liste_bedeutender_Kletterrouten	5628387		10880	20181208142421
34378	Nationales_Naturmonument	5628599		12688	20181216161227
34379	Herrington_Lake_(Kentucky)	5629128		2588	20181206201454
34380	Ostmelanesische_Inseln	5629181		1188	20180617065405
34381	Vierradenmühle	5629242		7683	20181208142421
